Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_EST-1""))",Edge Chromium 124,,,19-05-2024 13:58:19,19-05-2024 13:58:20,1.027s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/img_1""))",Edge Chromium 124,,,19-05-2024 13:58:20,19-05-2024 13:58:21,0.907s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_K9-BD-01""))",Edge Chromium 124,,,19-05-2024 13:58:21,19-05-2024 13:58:21,0.759s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_EST-6""))",Edge Chromium 124,,,19-05-2024 13:58:21,19-05-2024 13:58:22,1.001s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/img_1_2""))",Edge Chromium 124,,,19-05-2024 13:58:22,19-05-2024 13:58:23,0.883s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_RP-SN-01""))",Edge Chromium 124,,,19-05-2024 13:58:23,19-05-2024 13:58:24,0.760s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_EST-11""))",Edge Chromium 124,,,19-05-2024 13:58:24,19-05-2024 13:58:25,1.027s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/img_1_2_3""))",Edge Chromium 124,,,19-05-2024 13:58:25,19-05-2024 13:58:26,0.732s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_FL-DSH-01""))",Edge Chromium 124,,,19-05-2024 13:58:26,19-05-2024 13:58:27,0.761s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_EST-14""))",Edge Chromium 124,,,19-05-2024 13:58:27,19-05-2024 13:58:28,0.986s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/img_1_2_3_4""))",Edge Chromium 124,,,19-05-2024 13:58:28,19-05-2024 13:58:28,0.674s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_AV-CB-01""))",Edge Chromium 124,,,19-05-2024 13:58:28,19-05-2024 13:58:29,0.662s,PASSED
"click(findTestObject(""Object Repository/NavigationJpet/Page_JPetStore Demo/a_Sign Out""))",Edge Chromium 124,,,19-05-2024 13:58:29,19-05-2024 13:58:30,0.827s,PASSED
closeBrowser(),Edge Chromium 124,,,19-05-2024 13:58:30,19-05-2024 13:58:31,0.798s,PASSED
,,,,,,,
Test Cases/orderMultiple - Copy,Edge Chromium 124,,,19-05-2024 13:58:31,19-05-2024 13:58:51,20.684s,PASSED
"openBrowser("""")",Edge Chromium 124,,,19-05-2024 13:58:31,19-05-2024 13:58:36,5.023s,PASSED
"navigateToUrl(""https://www.saucedemo.com/v1/"")",Edge Chromium 124,,,19-05-2024 13:58:36,19-05-2024 13:58:37,1.638s,PASSED
maximizeWindow(),Edge Chromium 124,,,19-05-2024 13:58:37,19-05-2024 13:58:37,0.156s,PASSED
"setText(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_db77ac""), ""standard_user"")",Edge Chromium 124,,,19-05-2024 13:58:37,19-05-2024 13:58:38,0.906s,PASSED
"setEncryptedText(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_3423e9""), ""qcu24s4901FyWDTwXGr6XA=="")",Edge Chromium 124,,,19-05-2024 13:58:38,19-05-2024 13:58:39,0.590s,PASSED
"click(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/input_standard_userlocked_out_userproblem_u_0dff71""))",Edge Chromium 124,,,19-05-2024 13:58:39,19-05-2024 13:58:40,1.475s,PASSED
"click(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/div_Sauce Labs Backpack""))",Edge Chromium 124,,,19-05-2024 13:58:40,19-05-2024 13:58:41,0.958s,PASSED
"click(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/button_ADD TO CART""))",Edge Chromium 124,,,19-05-2024 13:58:41,19-05-2024 13:58:42,0.437s,PASSED
"click(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/button_- Back""))",Edge Chromium 124,,,19-05-2024 13:58:42,19-05-2024 13:58:42,0.619s,PASSED
"click(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/div_Sauce Labs Bike Light""))",Edge Chromium 124,,,19-05-2024 13:58:42,19-05-2024 13:58:43,0.605s,PASSED
"click(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/button_ADD TO CART""))",Edge Chromium 124,,,19-05-2024 13:58:43,19-05-2024 13:58:43,0.407s,PASSED
"click(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/svg_Swag Labs_svg-inline--fa fa-shopping-ca_963f6f""))",Edge Chromium 124,,,19-05-2024 13:58:43,19-05-2024 13:58:44,1.001s,PASSED
"click(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/a_CHECKOUT""))",Edge Chromium 124,,,19-05-2024 13:58:44,19-05-2024 13:58:45,0.928s,PASSED
"setText(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/input_Checkout Your Information_first-name""), ""test1"")",Edge Chromium 124,,,19-05-2024 13:58:45,19-05-2024 13:58:46,0.777s,PASSED
"setText(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/input_Checkout Your Information_last-name""), ""test2"")",Edge Chromium 124,,,19-05-2024 13:58:46,19-05-2024 13:58:47,0.998s,PASSED
"setText(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/input_Checkout Your Information_postal-code""), ""200345"")",Edge Chromium 124,,,19-05-2024 13:58:47,19-05-2024 13:58:48,0.969s,PASSED
"click(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/input_CANCEL_btn_primary cart_button""))",Edge Chromium 124,,,19-05-2024 13:58:48,19-05-2024 13:58:49,0.969s,PASSED
"click(findTestObject(""Object Repository/orderMultiple2/Page_Swag Labs/a_FINISH""))",Edge Chromium 124,,,19-05-2024 13:58:49,19-05-2024 13:58:50,1.451s,PASSED
closeBrowser(),Edge Chromium 124,,,19-05-2024 13:58:50,19-05-2024 13:58:51,0.746s,PASSED
